9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02,9.010000000000000000e+02
9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02,9.020000000000000000e+02
9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02,9.030000000000000000e+02
9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02,9.040000000000000000e+02
9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02,9.050000000000000000e+02
9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02,9.060000000000000000e+02
9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02,9.070000000000000000e+02
9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02,9.080000000000000000e+02
9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02,9.090000000000000000e+02
9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02,9.100000000000000000e+02
