Well,X,Y,NTG
201-901,201,901,0.24123333333333333
201-902,201,902,0.24123333333333333
201-903,201,903,0.24123333333333333
201-904,201,904,0.23836666666666664
201-905,201,905,0.2205
201-906,201,906,0.21656666666666666
201-908,201,908,0.21656666666666666
201-909,201,909,0.21656666666666666
201-910,201,910,0.2897
201-911,201,911,0.2897
201-912,201,912,0.2897
201-913,201,913,0.33176666666666665
201-915,201,915,0.3373333333333333
201-916,201,916,0.3373333333333333
201-917,201,917,0.37270000000000003
201-918,201,918,0.37270000000000003
201-919,201,919,0.4098
201-920,201,920,0.40336666666666665
201-921,201,921,0.4230333333333333
201-922,201,922,0.4230333333333333
201-923,201,923,0.4230333333333333
201-925,201,925,0.4179333333333333
201-926,201,926,0.4179333333333333
201-927,201,927,0.39513333333333334
201-928,201,928,0.39513333333333334
201-929,201,929,0.3680333333333334
201-930,201,930,0.36803333333333327
202-901,202,901,0.24123333333333333
202-902,202,902,0.24123333333333333
202-903,202,903,0.24123333333333333
202-904,202,904,0.24123333333333333
202-905,202,905,0.2205
202-906,202,906,0.21656666666666666
202-907,202,907,0.21656666666666666
202-908,202,908,0.21656666666666666
202-909,202,909,0.21656666666666666
202-910,202,910,0.2347
202-911,202,911,0.2897
202-912,202,912,0.32463333333333333
202-913,202,913,0.32463333333333333
202-914,202,914,0.3373333333333333
202-915,202,915,0.3373333333333333
202-916,202,916,0.3373333333333333
202-917,202,917,0.37270000000000003
202-918,202,918,0.37270000000000003
202-919,202,919,0.35873333333333335
202-920,202,920,0.40336666666666665
202-921,202,921,0.40336666666666665
202-923,202,923,0.4230333333333333
202-924,202,924,0.4230333333333334
202-926,202,926,0.4179333333333333
202-927,202,927,0.3869666666666667
202-928,202,928,0.3680333333333334
202-929,202,929,0.36803333333333327
202-930,202,930,0.32339999999999997
203-901,203,901,0.24123333333333333
203-903,203,903,0.24123333333333333
203-904,203,904,0.24123333333333333
203-905,203,905,0.21943333333333334
203-907,203,907,0.21656666666666666
203-908,203,908,0.21656666666666666
203-909,203,909,0.2347
203-910,203,910,0.2347
203-911,203,911,0.32463333333333333
203-912,203,912,0.32463333333333333
203-913,203,913,0.32463333333333333
203-914,203,914,0.3373333333333333
203-915,203,915,0.3373333333333333
203-916,203,916,0.3373333333333333
203-917,203,917,0.3373333333333333
203-918,203,918,0.35873333333333335
203-919,203,919,0.35873333333333335
203-920,203,920,0.3641666666666667
203-921,203,921,0.40336666666666665
203-922,203,922,0.40336666666666665
203-923,203,923,0.3952
203-924,203,924,0.4179333333333333
203-925,203,925,0.4179333333333333
203-926,203,926,0.39083333333333337
203-927,203,927,0.3718666666666666
203-928,203,928,0.3718666666666666
203-930,203,930,0.32339999999999997
204-901,204,901,0.24123333333333333
204-902,204,902,0.24123333333333333
204-903,204,903,0.24123333333333333
204-905,204,905,0.21943333333333334
204-906,204,906,0.21943333333333329
204-908,204,908,0.21656666666666666
204-909,204,909,0.2517333333333333
204-910,204,910,0.26963333333333334
204-911,204,911,0.3121333333333333
204-912,204,912,0.3114333333333333
